Date,Adj Close
2020-12-16,10.0
2020-12-17,10.121
2020-12-18,10.12
2020-12-21,10.043
2020-12-22,10.035
2020-12-23,9.993
2020-12-24,10.057
2020-12-30,10.212
2020-12-31,10.237
2021-01-04,10.164
2021-01-05,10.175
2021-01-06,10.092
2021-01-07,10.252
2021-01-08,10.362
2021-01-11,10.293
2021-01-12,10.228
2021-01-13,10.26
2021-01-14,10.194
2021-01-15,10.166
2021-01-19,10.28
2021-01-20,10.445
2021-01-21,10.464
2021-01-22,10.42
2021-01-25,10.463
2021-01-26,10.428
2021-01-27,10.133
2021-01-28,10.246
2021-01-29,10.107
2021-02-01,10.356
2021-02-02,10.503
2021-02-03,10.502
2021-02-04,10.514
2021-02-05,10.574
2021-02-08,10.624
2021-02-09,10.674
2021-02-10,10.673
2021-02-11,10.78
2021-02-12,10.842
2021-02-16,10.873
2021-02-17,10.799
2021-02-18,10.752
2021-02-19,10.678
2021-02-22,10.523
2021-02-23,10.531
2021-02-24,10.578
2021-02-25,10.357
2021-02-26,10.287
2021-03-01,10.511
2021-03-02,10.436
2021-03-03,10.244
2021-03-04,10.062
2021-03-05,10.15
2021-03-08,9.967
2021-03-09,10.196
2021-03-10,10.193
2021-03-11,10.424
2021-03-12,10.333
2021-03-15,10.364
2021-03-16,10.422
2021-03-18,10.223
2021-03-19,10.234
2021-03-22,10.33
2021-03-23,10.313
2021-03-24,10.192
2021-03-25,10.185
2021-03-26,10.375
2021-03-29,10.357
2021-03-30,10.312
2021-03-31,10.397
2021-04-01,10.606
2021-04-06,10.771
2021-04-07,10.785
2021-04-08,10.913
2021-04-09,10.976
2021-04-12,10.942
2021-04-13,11.02
2021-04-14,10.956
2021-04-15,11.106
2021-04-16,11.124
2021-04-19,11.012
2021-04-20,10.932
2021-04-21,11.002
2021-04-22,10.984
2021-04-23,11.092
2021-04-26,11.156
2021-04-27,11.102
2021-04-28,11.099
2021-04-29,11.108
2021-04-30,10.998
2021-05-04,10.805
2021-05-05,10.785
2021-05-06,10.871
2021-05-07,10.966
2021-05-10,10.782
2021-05-11,10.725
2021-05-12,10.524
2021-05-13,10.555
2021-05-14,10.772
2021-05-17,10.748
2021-05-18,10.752
2021-05-19,10.765
2021-05-20,10.927
2021-05-21,10.918
2021-05-24,11.057
2021-05-25,11.08
2021-05-26,11.095
2021-05-27,11.04
2021-05-28,11.095
2021-06-01,11.038
2021-06-02,11.053
2021-06-03,10.991
2021-06-04,11.122
2021-06-08,11.143
2021-06-09,11.155
2021-06-10,11.276
2021-06-11,11.317
2021-06-14,11.394
2021-06-15,11.369
2021-06-16,11.342
2021-06-17,11.426
2021-06-18,11.356
2021-06-21,11.393
2021-06-22,11.5
2021-06-23,11.499
2021-06-24,11.55
2021-06-25,11.576
2021-06-28,11.639
2021-06-29,11.668
2021-06-30,11.6
2021-07-01,11.623
2021-07-02,11.734
2021-07-06,11.808
2021-07-07,11.86
2021-07-08,11.764
2021-07-09,11.806
2021-07-12,11.861
2021-07-13,11.885
2021-07-14,11.892
2021-07-15,11.81
2021-07-16,11.746
2021-07-19,11.605
2021-07-20,11.704
2021-07-21,11.817
2021-07-22,11.931
2021-07-23,12.068
2021-07-26,12.041
2021-07-27,11.939
2021-07-28,11.981
2021-07-29,12.029
2021-07-30,11.964
2021-08-03,12.036
2021-08-04,12.088
2021-08-05,12.153
2021-08-06,12.107
2021-08-09,12.089
